blockN	tsShow	tsInput	value	tsShow	tsInput	value	tsShow	tsInput	value

-1	1399659222.0852	None	None	1399659232.16521	None	None	1399659242.25843	1399659247.92124	4
1	1399659330.59362	1399659337.86643	7	1399659337.94443	1399659338.19403	8	1399659338.27203	1399659338.61523	7
