blockN	sndPath	sndName	tsPlay	tsFixAndLoop

-1	a	XF_PercGlas05.wav	1399659219.76319	1399659220.07799
-1	a	XF_PercGlas03.wav	1399659220.08799	1399659220.40119
-1	a	XF_PercGlas01.wav	1399659220.40119	1399659220.71239
-1	a	XF_PercGlas04.wav	1399659220.71239	1399659221.02559
-1	a	XF_PercGlas06.wav	1399659221.02559	1399659221.33879
-1	a	XF_PercGlas07.wav	1399659221.33879	1399659221.652
-1	a	XF_PercGlas02.wav	1399659221.652	1399659221.9552
1	bb	XF_PercGlas12.wav	1399659328.30641	1399659328.61641
1	bb	XF_PercGlas10.wav	1399659328.61641	1399659328.92761
1	bb	XF_PercGlas08.wav	1399659328.92761	1399659329.24081
1	bb	XF_PercGlas11.wav	1399659329.24081	1399659329.55401
1	bb	XF_PercGlas13.wav	1399659329.55401	1399659329.86721
1	bb	XF_PercGlas14.wav	1399659329.86721	1399659330.18041
1	bb	XF_PercGlas09.wav	1399659330.18041	1399659330.48362
2	ccc	XF_PercGlas19.wav	1399659350.93925	1399659351.24925
2	ccc	XF_PercGlas17.wav	1399659351.24925	1399659351.56245
2	ccc	XF_PercGlas15.wav	1399659351.56245	1399659351.87565
2	ccc	XF_PercGlas18.wav	1399659351.87565	1399659352.18885
2	ccc	XF_PercGlas20.wav	1399659352.18885	1399659352.50205
2	ccc	XF_PercGlas21.wav	1399659352.50205	1399659352.81525
2	ccc	XF_PercGlas16.wav	1399659352.81525	1399659353.11845
