blockN	sndPath	sndName	tsPlay	tsFixAndLoop

-1	a	01.wav	1399912668.81844	1399912669.16924
-1	a	02.wav	1399912669.16924	1399912669.48244
-1	a	03.wav	1399912669.48244	1399912669.80124
-1	a	04.wav	1399912669.80124	1399912670.11444
-1	a	05.wav	1399912670.11444	1399912670.42764
-1	a	06.wav	1399912670.42764	1399912670.74084
-1	a	07.wav	1399912670.74084	1399912671.04404
1	bb	08.wav	1399912683.77607	1399912684.09167
1	bb	09.wav	1399912684.09167	1399912684.40487
1	bb	10.wav	1399912684.40487	1399912684.71807
1	bb	11.wav	1399912684.71807	1399912685.03127
1	bb	13.wav	1399912685.03127	1399912685.34447
1	bb	14.wav	1399912685.34447	1399912685.65767
1	bb	15.wav	1399912685.65767	1399912685.96087
2	bb	15.wav	1399912691.17608	1399912691.48608
2	dddd	29.wav	1399912691.48608	1399912691.79928
2	dddd	30.wav	1399912691.79928	1399912692.10248
1	dddd	30.wav	1399912699.85169	1399912700.15529
1	dddd	30.wav	1399912709.72131	1399912710.02131
