blockN	tsInizio	tsFix1	tsFix3	tsRest

-1	1399912667.50804	1399912668.67804	1399912671.04404	None
1	1399912682.59046	1399912683.66686	1399912685.96087	1399912688.96087
2	1399912690.00608	1399912691.06688	1399912692.10248	1399912697.49609
1	1399912698.63489	1399912699.72689	1399912700.15529	1399912707.48251
