blockN	tsShow	tsInput	value	tsShow	tsInput	value	tsShow	tsInput	value

-1	1399994803.92097	1399994805.01097	7	1399994805.10097	1399994805.18097	6	1399994805.27097	1399994805.43097	7
1	1399994812.59218	1399994813.13219	7	1399994813.21779	1399994813.34259	8	1399994813.42059	1399994813.52979	7
