blockN	sndPath	sndName	tsPlay	tsFixAndLoop

-1	alfioA	06.wav	1399994801.53457	1399994801.87057
-1	alfioA	02.wav	1399994801.87057	1399994802.18937
-1	alfioA	01.wav	1399994802.18937	1399994802.51257
-1	alfioA	04.wav	1399994802.52257	1399994802.84577
-1	alfioA	03.wav	1399994802.84577	1399994803.15897
-1	alfioA	05.wav	1399994803.15897	1399994803.48217
-1	alfioA	07.wav	1399994803.48217	1399994803.80097
1	alfioB	08.wav	1399994810.30298	1399994810.61298
1	alfioB	14.wav	1399994810.61298	1399994810.92618
1	alfioB	09.wav	1399994810.92618	1399994811.23938
1	alfioB	11.wav	1399994811.23938	1399994811.55258
1	alfioB	10.wav	1399994811.55258	1399994811.86578
1	alfioB	15.wav	1399994811.86578	1399994812.17898
1	alfioB	13.wav	1399994812.17898	1399994812.48218
2	gigioC	15.wav	1399994815.82299	1399994816.13299
