blockN	tsShow	tsInput	value	tsShow	tsInput	value	tsShow	tsInput	value

-1	1399656308.15424	1399656309.27744	7	1399656309.37104	1399656309.38664	8	1399656309.48024	1399656309.52704	7
1	1399656328.07747	1399656330.02748	5	1399656330.12108	1399656330.23028	5	1399656330.32388	1399656330.44868	5
2	1399656342.6171	None	None	1399656352.71032	None	None	1399656362.80353	1399656370.55675	6
3	1399656384.15237	1399656387.22558	8	1399656387.30358	1399656387.41278	9	1399656387.49078	1399656387.70918	8
1	1399656410.75642	1399656410.75642	9	1399656410.88122	1399656411.00602	9	1399656411.09962	1399656411.22442	9
2	1399656423.42884	1399656424.06844	9	1399656424.16204	1399656424.59884	9	1399656424.67684	1399656426.47084	9
3	1399656440.08567	1399656441.53647	9	1399656441.63007	1399656441.81727	9	1399656441.89527	1399656442.08247	9
