blockN	tsInizio	tsFix1	tsFix3	tsRest

-1	1399656298.53622	1399656299.09782	1399656306.12864	None
1	1399656316.98385	1399656319.05866	1399656326.04947	1399656330.52668
2	1399656331.57188	1399656333.64668	1399656340.5971	1399656370.61915
3	1399656371.67995	1399656373.73915	1399656382.12437	1399656387.77158
1	1399656399.6744	1399656401.7336	1399656408.73801	1399656411.28682
2	1399656412.34762	1399656414.40682	1399656421.40084	1399656426.53324
3	1399656427.59405	1399656429.66885	1399656438.05766	1399656442.16047
