blockN	tsInizio	tsFix1	tsFix3	tsRest

-1	1399995635.83733	1399995636.28973	1399995638.63533	None
1	1399995673.4754	1399995674.5362	1399995676.8338	1399995695.45063
2	1399995696.51144	1399995697.58784	1399995699.87864	1399995706.17065
