blockN	tsShow	tsInput	value	tsShow	tsInput	value	tsShow	tsInput	value

-1	1399995638.76533	1399995640.06014	7	1399995640.16934	1399995640.21614	6	1399995640.32534	1399995640.45014	7
1	1399995676.9538	None	None	1399995687.04222	1399995693.26663	8	1399995693.36023	1399995695.38823	6
2	1399995699.98864	1399995703.95545	8	1399995704.03345	1399995704.11145	9	1399995704.18945	1399995706.10825	9
