blockN	sndPath	sndName	tsPlay	tsFixAndLoop

-1	alfioA	05.wav	1399995636.43013	1399995636.74493
-1	alfioA	04.wav	1399995636.74493	1399995637.06813
-1	alfioA	07.wav	1399995637.06813	1399995637.38133
-1	alfioA	06.wav	1399995637.38133	1399995637.69453
-1	alfioA	03.wav	1399995637.69453	1399995638.01333
-1	alfioA	02.wav	1399995638.01333	1399995638.33213
-1	alfioA	01.wav	1399995638.33213	1399995638.63533
1	gigioD	30.wav	1399995674.661	1399995674.971
1	gigioD	31.wav	1399995674.971	1399995675.2842
1	gigioD	34.wav	1399995675.2842	1399995675.5974
1	gigioD	29.wav	1399995675.5974	1399995675.9106
1	gigioD	33.wav	1399995675.9106	1399995676.2238
1	gigioD	33b.wav	1399995676.2238	1399995676.5294
1	gigioD	32.wav	1399995676.5294	1399995676.8338
2	dddd	23.wav	1399995697.69704	1399995698.00704
2	dddd	24.wav	1399995698.00704	1399995698.32024
2	dddd	28.wav	1399995698.32024	1399995698.63344
2	dddd	22.wav	1399995698.63344	1399995698.94664
2	dddd	26.wav	1399995698.94664	1399995699.25984
2	dddd	27.wav	1399995699.25984	1399995699.57304
2	dddd	25.wav	1399995699.57304	1399995699.87864
