blockN	sndPath	sndName	tsPlay	tsFixAndLoop
1	alfioB	14.wav	1399914300.47195	1399914300.79515
1	alfioB	09.wav	1399914300.79515	1399914301.10835
1	alfioB	10.wav	1399914301.10835	1399914301.42155
1	alfioB	15.wav	1399914301.42155	1399914301.73475
1	alfioB	11.wav	1399914301.73475	1399914302.04795
1	alfioB	08.wav	1399914302.04795	1399914302.35115
1	gigioD	34.wav	1399914306.12516	1399914306.43516
1	gigioD	32.wav	1399914306.43516	1399914306.75396
1	gigioD	31.wav	1399914306.75396	1399914307.05716
1	gigioD	33.wav	1399914307.05716	1399914307.36396
1	alfioA	05.wav	1399914313.19837	1399914313.50837
1	alfioA	06.wav	1399914313.50837	1399914313.82157
1	alfioA	02.wav	1399914313.82157	1399914314.13477
1	alfioA	03.wav	1399914314.13477	1399914314.43797
1	alfioA	07.wav	1399914314.43797	1399914314.76117
1	alfioA	04.wav	1399914314.76117	1399914315.07437
1	alfioA	01.wav	1399914315.07437	1399914315.37757
1	gigioC	19.wav	1399914319.49478	1399914319.82478
1	gigioC	20.wav	1399914319.82478	1399914320.13798
1	gigioC	16.wav	1399914320.13798	1399914320.45358
1	gigioC	17.wav	1399914320.45358	1399914320.76358
1	gigioC	21.wav	1399914320.76358	1399914321.07798
1	gigioC	18.wav	1399914321.07798	1399914321.39118
1	gigioC	15.wav	1399914321.39118	1399914321.69678
1	dddd	24.wav	1399914330.0524	1399914330.3524
1	dddd	25.wav	1399914330.3524	1399914330.6756
1	dddd	23.wav	1399914330.6756	1399914330.9788
1	dddd	29.wav	1399914330.9788	1399914331.302
1	dddd	28.wav	1399914331.302	1399914331.6152
1	dddd	30.wav	1399914331.6152	1399914331.9284
1	dddd	27.wav	1399914331.9284	1399914332.2416
1	dddd	22.wav	1399914332.2416	1399914332.5548
1	dddd	26.wav	1399914332.5548	1399914332.858
