blockN	tsShow	tsInput	value	tsShow	tsInput	value	tsShow	tsInput	value

-1	1399657767.16674	1399657768.35674	6	1399657768.45674	1399657768.58674	7	1399657768.68674	1399657768.89674	6
1	1399657778.81556	1399657779.90156	6	1399657779.99516	1399657780.02636	7	1399657780.11996	1399657780.18236	6
2	1399657784.74837	1399657785.84037	6	1399657785.93397	1399657785.99637	7	1399657786.07437	1399657786.10557	6
3	1399657791.31438	1399657792.36158	7	1399657792.45519	1399657792.53319	8	1399657792.61119	1399657792.65799	7
