blockN	sndPath	sndName	tsPlay	tsFixAndLoop

-1	alfioA	02.wav	1399994564.05948	1399994564.38188
-1	alfioA	03.wav	1399994564.38188	1399994564.70068
-1	alfioA	04.wav	1399994564.70068	1399994565.01388
-1	alfioA	06.wav	1399994565.01388	1399994565.33709
-1	alfioA	07.wav	1399994565.33709	1399994565.65149
-1	alfioA	05.wav	1399994565.65149	1399994565.98029
-1	alfioA	01.wav	1399994565.98029	1399994566.28349
1	alfioB	15.wav	1399994577.81711	1399994578.12711
1	alfioB	13.wav	1399994578.12711	1399994578.44031
1	alfioB	11.wav	1399994578.44031	1399994578.75351
1	alfioB	08.wav	1399994578.75351	1399994579.06671
1	alfioB	09.wav	1399994579.06671	1399994579.37991
1	alfioB	14.wav	1399994579.37991	1399994579.69871
1	alfioB	10.wav	1399994579.69871	1399994580.00191
2	alfioA	04.wav	1399994583.19512	1399994583.50512
2	alfioA	02.wav	1399994583.50512	1399994583.81832
2	alfioA	05.wav	1399994583.81832	1399994584.13152
2	alfioA	03.wav	1399994584.13152	1399994584.44472
2	alfioA	06.wav	1399994584.44472	1399994584.75792
2	alfioA	07.wav	1399994584.75792	1399994585.07112
2	alfioA	01.wav	1399994585.07112	1399994585.37432
