blockN	tsInizio	tsFix1	tsFix3	tsRest

-1	1399994563.76308	1399994563.93468	1399994566.28349	None
1	1399994577.08391	1399994577.67671	1399994580.00191	1399994581.97831
2	1399994583.02352	1399994583.07032	1399994585.37432	1399994586.94072
