blockN	tsShow	tsInput	value	tsShow	tsInput	value	tsShow	tsInput	value

-1	1399994566.40349	1399994567.17789	7	1399994567.30269	1399994567.47429	8	1399994567.58349	1399994568.31669	7
1	1399994580.12191	1399994581.61951	6	1399994581.69751	1399994581.75991	7	1399994581.85351	1399994581.90031	6
2	1399994585.48432	1399994585.89552	7	1399994585.98912	1399994586.28552	6	1399994586.37912	1399994586.86272	7
