blockN	sndPath	sndName	tsPlay	tsFixAndLoop

-1	alfioA	02.wav	1399996240.42527	1399996240.73567
-1	alfioA	03.wav	1399996240.73567	1399996241.06688
-1	alfioA	01.wav	1399996241.06688	1399996241.38568
-1	alfioA	04.wav	1399996241.38568	1399996241.69888
-1	alfioA	06.wav	1399996241.69888	1399996242.01768
-1	alfioA	05.wav	1399996242.01768	1399996242.33648
-1	alfioA	07.wav	1399996242.33648	1399996242.63768
1	alfioB	14.wav	1399996290.15456	1399996290.46456
1	alfioB	15.wav	1399996290.46456	1399996290.77776
1	alfioB	08.wav	1399996290.77776	1399996291.09536
1	alfioB	09.wav	1399996291.09536	1399996291.40856
1	alfioB	13.wav	1399996291.40856	1399996291.72176
1	alfioB	10.wav	1399996291.72176	1399996292.03497
1	alfioB	11.wav	1399996292.03497	1399996292.33817
2	dddd	27.wav	1399996297.16097	1399996297.47097
2	dddd	28.wav	1399996297.47097	1399996297.78418
2	dddd	22.wav	1399996297.78418	1399996298.09738
2	dddd	23.wav	1399996298.09738	1399996298.41298
2	dddd	26.wav	1399996298.41298	1399996298.72618
2	dddd	24.wav	1399996298.72618	1399996299.03938
2	dddd	25.wav	1399996299.03938	1399996299.34258
3	alfioA	06.wav	1399996304.90139	1399996305.21379
3	alfioA	07.wav	1399996305.21379	1399996305.52699
3	alfioA	01.wav	1399996305.52699	1399996305.84019
3	alfioA	02.wav	1399996305.84019	1399996306.15339
3	alfioA	05.wav	1399996306.15339	1399996306.46659
3	alfioA	03.wav	1399996306.46659	1399996306.77979
3	alfioA	04.wav	1399996306.77979	1399996307.08299
