blockN	tsInizio	tsFix1	tsFix3	tsRest

-1	1399996239.14607	1399996240.30047	1399996242.63768	None
1	1399996289.24976	1399996290.04536	1399996292.33817	1399996294.89897
2	1399996295.95977	1399996297.03617	1399996299.34258	1399996301.01698
3	1399996303.70019	1399996304.77659	1399996307.08299	1399996308.92299
