blockN	tsShow	tsInput	value	tsShow	tsInput	value	tsShow	tsInput	value

-1	1399648198.8535	1399648201.3495	9	1399648201.4587	1399648201.8799	8	1399648201.9891	1399648202.4727	7
1	1399648238.32077	1399648238.77317	4	1399648238.86677	1399648238.97597	4	1399648239.06957	1399648239.20997	4
2	1399648251.79639	1399648252.66999	4	1399648252.74799	1399648252.87279	4	1399648252.95079	1399648253.05999	4
3	1399648264.29481	1399648265.55841	4	1399648265.65201	1399648265.76121	4	1399648265.85481	1399648265.96401	4
4	1399648275.04163	None	None	1399648285.13485	None	None	1399648295.22806	None	None
5	1399648316.4389	1399648324.23891	8	1399648324.31691	1399648324.31691	5	1399648324.45731	1399648324.45731	6
