blockN	tsShow	tsInput	value	tsShow	tsInput	value	tsShow	tsInput	value

-1	1399643696.23663	1399643698.37384	7	1399643698.54544	1399643698.62344	7	1399643698.77944	1399643698.90424	7
1	1399643716.46027	1399643720.07948	4	1399643720.25108	1399643720.26668	4	1399643720.43828	1399643720.45388	4
