blockN	sndPath	sndName	tsPlay	tsFixAndLoop

-1	alfioA	03.wav	1399996395.96494	1399996396.27854
-1	alfioA	01.wav	1399996396.27854	1399996396.59174
-1	alfioA	07.wav	1399996396.59174	1399996396.90494
-1	alfioA	05.wav	1399996396.90494	1399996397.22254
-1	alfioA	06.wav	1399996397.22254	1399996397.53574
-1	alfioA	04.wav	1399996397.53574	1399996397.84894
-1	alfioA	02.wav	1399996397.84894	1399996398.15214
1	dddd	28.wav	1399996592.70568	1399996593.02128
1	dddd	24.wav	1399996593.02128	1399996593.33449
1	dddd	25.wav	1399996593.33449	1399996593.64769
1	dddd	23.wav	1399996593.64769	1399996593.96089
1	dddd	27.wav	1399996593.96089	1399996594.27409
1	dddd	26.wav	1399996594.27409	1399996594.58729
1	dddd	22.wav	1399996594.58729	1399996594.89049
2	alfioB	15.wav	1399996627.26294	1399996627.57295
2	alfioB	10.wav	1399996627.57295	1399996627.88615
2	alfioB	11.wav	1399996627.88615	1399996628.19935
2	alfioB	09.wav	1399996628.19935	1399996628.51255
2	alfioB	14.wav	1399996628.51255	1399996628.82575
2	alfioB	13.wav	1399996628.82575	1399996629.13895
2	alfioB	08.wav	1399996629.13895	1399996629.44215
