blockN	tsShow	tsInput	value	tsShow	tsInput	value	tsShow	tsInput	value

-1	1399996398.28214	1399996400.29495	4	1399996400.38855	1399996400.59135	4	1399996400.68495	1399996400.79415	4
1	1399996595.00049	1399996596.16009	8	1399996596.23809	1399996596.31609	6	1399996596.40969	1399996596.50329	6
2	1399996629.55775	1399996630.82135	8	1399996630.91495	1399996631.03975	9	1399996631.11775	1399996631.21135	8
