blockN	tsInizio	tsFix1	tsFix3	tsRest

-1	1395148354.72056	1395148355.82362	1395148361.99998	None
1	1395148394.87086	1395148395.90292	1395148402.05627	1395148405.62347
2	1395148406.64453	1395148407.67559	1395148415.18802	1395148423.95352
