blockN	tsShow	tsInput	value	tsShow	tsInput	value	tsShow	tsInput	value

-1	1399656078.92366	1399656080.09367	8	1399656080.18727	1399656080.28087	7	1399656080.35887	1399656080.45247	8
1	1399656102.30691	1399656102.97771	8	1399656103.07131	1399656103.07131	7	1399656103.21171	1399656103.21171	8
2	1399656115.43813	1399656116.17133	7	1399656116.26493	1399656116.43653	8	1399656116.51453	1399656116.71733	7
3	1399656130.31055	1399656131.09056	7	1399656131.16856	1399656131.37136	8	1399656131.44936	1399656131.57416	7
