blockN	tsShow	tsInput	value	tsShow	tsInput	value	tsShow	tsInput	value

-1	1399656924.2043	1399656927.92151	9	1399656928.01511	1399656928.01511	8	1399656928.15551	1399656928.15551	7
1	1399656955.73035	1399656956.58836	9	1399656956.66636	1399656956.66636	8	1399656956.80676	1399656956.80676	8
2	1399656969.03638	1399656970.34678	8	1399656970.42478	1399656970.42478	9	1399656970.56518	1399656971.48558	8
3	1399656983.6616	1399656985.33081	8	1399656985.42441	1399656985.42441	7	1399656985.54921	1399656985.62721	9
