blockN	tsShow	tsInput	value	tsShow	tsInput	value	tsShow	tsInput	value

-1	1399655233.69782	None	None	1399655244.04064	None	None	1399655254.24305	1399655257.87786	6
1	1399655297.77393	1399655300.36353	9	1399655300.67554	1399655301.37754	8	1399655301.53354	1399655302.51634	9
2	1399655315.00516	1399655319.95037	7	1399655320.16877	1399655320.16877	7	1399655320.37157	1399655320.37157	7
