blockN	tsShow	tsInput	value	tsShow	tsInput	value	tsShow	tsInput	value

-1	1399994615.66341	1399994616.69341	7	1399994616.79341	1399994616.79341	8	1399994616.94341	1399994616.94341	7
1	1399994624.45302	1399994625.00623	7	1399994625.09983	1399994625.27143	8	1399994625.34943	1399994625.97343	7
