blockN	sndPath	sndName	tsPlay	tsFixAndLoop

-1	alfioA	02.wav	1399994613.3102	1399994613.62301
-1	alfioA	04.wav	1399994613.62301	1399994613.95621
-1	alfioA	06.wav	1399994613.95621	1399994614.27501
-1	alfioA	01.wav	1399994614.27501	1399994614.58821
-1	alfioA	05.wav	1399994614.58821	1399994614.90701
-1	alfioA	03.wav	1399994614.90701	1399994615.22021
-1	alfioA	07.wav	1399994615.22021	1399994615.52341
1	dddd	28.wav	1399994622.16142	1399994622.47142
1	dddd	25.wav	1399994622.47142	1399994622.78462
1	dddd	23.wav	1399994622.78462	1399994623.09782
1	dddd	27.wav	1399994623.09782	1399994623.41102
1	dddd	24.wav	1399994623.41102	1399994623.72422
1	dddd	22.wav	1399994623.72422	1399994624.03742
1	dddd	26.wav	1399994624.03742	1399994624.34302
