blockN	tsInizio	tsFix1	tsFix3	tsRest

-1	1399646103.50011	1399646104.68572	1399646111.78933	None
1	1399646148.06539	1399646149.36019	1399646156.459	1399646160.79661
2	1399646161.87301	1399646163.01182	1399646170.23343	1399646202.90588
3	1399646203.99789	1399646205.15229	1399646210.0571	1399646230.91433
4	1399646232.00634	1399646233.11394	1399646241.81075	1399646274.49281
