blockN	tsShow	tsInput	value	tsShow	tsInput	value	tsShow	tsInput	value

-1	1399659378.18131	1399659379.30131	4	1399659379.40131	1399659380.19131	4	1399659380.28131	1399659380.97691	4
1	1399659432.96261	1399659441.25262	7	1399659441.34622	1399659442.56302	8	1399659442.65662	1399659443.74863	7
2	1399659477.46108	1399659478.82669	7	1399659478.90469	1399659479.21669	8	1399659479.29469	1399659479.43509	7
