blockN	tsInizio	tsFix1	tsFix3	tsRest

-1	1399659375.1037	1399659375.7433	1399659378.05131	None
1	1399659429.4462	1399659430.5382	1399659432.84261	1399659473.35748
2	1399659473.95028	1399659475.04228	1399659477.35108	1399659493.17871
